TRADEDATE,AFKS,AFLT,ALRS,APTK,AQUA,ASTR,BANE,BANEP,BELU,BSPB,CBOM,CHMF,CNRU,DATA,DIAS,ENPG,ETLN,EUTR,FEES,FESH,FIXR,FLOT,GAZP,GCHE,GEMC,GMKN,HEAD,HYDR,IRAO,IRKT,IVAT,KCHEP,KMAZ,LENT,LKOH,LSNGP,LSRG,MAGN,MBNK,MDMG,MGNT,MOEX,MRKC,MRKP,MRKU,MRKV,MRKZ,MSNG,MSRS,MTLR,MTLRP,MTSS,MVID,NLMK,NMTP,NVTK,OGKB,OZON,OZPH,PHOR,PIKK,PLZL,POSI,PRMD,RAGR,RASP,RENI,RNFT,ROLO,ROSN,RTGZ,RTKM,RTKMP,RUAL,SBER,SBERP,SELG,SFIN,SGZH,SIBN,SMLT,SNGS,SNGSP,SOFL,SPBE,SVAV,SVCB,T,TATN,TATNP,TGKN,TORSP,TRMK,TRNFP,UGLD,UNAC,UPRO,UWGN,VGSB,VGSBP,VKCO,VSEH,VSMO,VTBR,WUSH,X5,YDEX,YKENP
2013-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1922.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.79,73.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05043,,,,
2013-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.2,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0494,,,,
2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.75,72.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04821,,,,
2013-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.59,75.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04979,,,,
2013-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.76,75.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04987,,,,
2013-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.07,75.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04924,,,,
2013-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.93,74.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04915,,,,
2013-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59,74.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04825,,,,
2013-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,,,,,,,1966.9,,,,,,,48.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.91,74.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04726,,,,
2013-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,,1942.8,,,,,,,47.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.38,73.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04693,,,,
2013-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,,,,,,,1924.3,,,,,,,47.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.43,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04755,,,,
2013-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.532,,,,,,,1965.9,,,,,,,47.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.53,73.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04921,,,,
2013-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5416,,,,,,,1942.3,,,,,,,46.96,,,,,,,,,,,,,,317.74,,,,,,,,,,,,,,,,,,,100.56,71.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04813,,,,
2013-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.515,,,,,,,1920.0,,,,,,,45.73,,,,,,,,,,,,,,317.74,,,,,,,,,,,,,,,,,,,100.31,69.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04792,,,,
2013-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,1934.4,,,,,,,45.63,,,,,,,,,,,,,,317.74,,,,,,,,,,,,,,,,,,,98.34,69.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04696,,,,
2013-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.495,,,,,,,1886.0,,,,,,,45.59,,,,,,,,,,,,,,317.74,,,,,,,,,,,,,,,,,,,95.48,67.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04565,,,,
2013-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.495,,,,,,,1899.4,,,,,,,43.43,,,,,,,,,,,,,,317.74,,,,,,,,,,,,,,,,,,,95.92,67.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04536,,,,
2013-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4705,,,,,,,1892.3,,,,,,,43.43,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,94.58,67.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04389,,,,
2013-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4727,,,,,,,1893.9,,,,,,,42.63,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,95.35,68.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04352,,,,
2013-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,1887.6,,,,,,,43.46,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,96.22,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0438,,,,
2013-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4901,,,,,,,1849.7,,,,,,,43.65,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,95.1,69.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04431,,,,
2013-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4911,,,,,,,1890.6,,,,,,,43.95,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,96.46,70.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04588,,,,
2013-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5321,,,,,,,1963.5,,,,,,,44.52,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,97.89,70.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0456,,,,
2013-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,1960.0,,,,,,,44.22,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,96.11,70.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0451,,,,
2013-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,1965.5,,,,,,,44.68,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,95.6,70.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04546,,,,
2013-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,1935.9,,,,,,,44.61,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,94.83,69.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04728,,,,
2013-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,,1963.8,,,,,,,44.91,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,99.3,72.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04974,,,,
2013-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,,,,,,,1974.7,,,,,,,44.42,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,100.84,72.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04886,,,,
2013-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5851,,,,,,,2008.7,,,,,,,44.55,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,102.92,72.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0491,,,,
2013-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5752,,,,,,,2016.6,,,,,,,46.1,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,102.28,73.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04931,,,,
2013-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5752,,,,,,,2038.0,,,,,,,47.2,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,105.14,74.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05065,,,,
2013-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5752,,,,,,,2035.0,,,,,,,48.7,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,105.81,75.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05085,,,,
2013-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5752,,,,,,,2000.9,,,,,,,48.6,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,103.78,75.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04989,,,,
2013-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.532,,,,,,,2005.0,,,,,,,48.74,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,103.34,75.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04722,,,,
2013-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.548,,,,,,,2015.6,,,,,,,48.87,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,103.84,75.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0459,,,,
2013-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.548,,,,,,,2017.0,,,,,,,50.26,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,103.22,75.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0454,,,,
2013-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.515,,,,,,,2002.0,,,,,,,50.27,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,102.45,75.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04434,,,,
2013-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.533,,,,,,,2023.0,,,,,,,49.3,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,105.17,75.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04492,,,,
2013-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5365,,,,,,,2026.0,,,,,,,48.72,,,,,,,,,,,,,,277.72,,,,,,,,,,,,,,,,,,,106.49,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04652,,,,
2013-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.547,,,,,,,2045.5,,,,,,,51.4,,,,,,,,,,,,,,307.0,,,,,,,,,,,,,,,,,,,108.9,78.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04805,,,,
2013-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5557,,,,,,,2083.6,,,,,,,53.75,,,,,,,,,,,,,,307.0,,,,,,,,,,,,,,,,,,,110.73,79.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04951,,,,
2013-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5557,,,,,,,2037.6,,,,,,,53.85,,,,,,,,,,,,,,307.0,,,,,,,,,,,,,,,,,,,105.61,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04784,,,,
2013-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5201,,,,,,,2006.1,,,,,,,53.32,,,,,,,,,,,,,,293.0,,,,,,,,,,,,,,,,,,,102.97,75.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04661,,,,
2013-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.523,,,,,,,1995.1,,,,,,,53.29,,,,,,,,,,,,,,293.0,,,,,,,,,,,,,,,,,,,102.86,75.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04655,,,,
2013-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5355,,,,,,,2016.0,,,,,,,53.93,,,,,,,,,,,,,,293.0,,,,,,,,,,,,,,,,,,,104.0,77.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04761,,,,
2013-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.515,,,,,,,1941.2,,,,,,,53.68,,,,,,,,,,,,,,293.0,,,,,,,,,,,,,,,,,,,99.9,76.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04594,,,,
2013-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,1925.3,,,,,,,53.46,,,,,,,,,,,,,,293.0,,,,,,,,,,,,,,,,,,,99.98,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04583,,,,
2013-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,1874.1,,,,,,,53.73,,,,,,,,,,,,,,293.0,,,,,,,,,,,,,,,,,,,99.0,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04633,,,,
2013-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4625,,,,,,,1891.0,,,,,,,52.85,,,,,,,,,,,,,,293.0,,,,,,,,,,,,,,,,,,,98.8,72.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04674,,,,
2013-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4675,,,,,,,1882.5,,,,,,,52.33,,,,,,,,,,,,,,293.0,,,,,,,,,,,,,,,,,,,98.71,71.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04802,,,,
2013-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4675,,,,,,,1880.1,,,,,,,52.58,,,,,,,,,,,,,,293.0,,,,,,,,,,,,,,,,,,,97.5,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0472,,,,
2013-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.457,,,,,,,1873.2,,,,,,,53.19,,,,,,,,,,,,,,293.0,,,,,,,,,,,,,,,,,,,96.91,72.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04665,,,,
2013-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4858,,,,,,,1912.4,,,,,,,53.56,,,,,,,,,,,,,,293.0,,,,,,,,,,,,,,,,,,,98.92,73.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04763,,,,
2013-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4908,,,,,,,1888.0,,,,,,,53.6,,,,,,,,,,,,,,293.0,,,,,,,,,,,,,,,,,,,97.9,73.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0477,,,,
2013-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.465,,,,,,,1862.2,,,,,,,52.59,,,,,,,,,,,,,,293.0,,,,,,,,,,,,,,,,,,,94.7,70.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04749,,,,
2013-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5112,,,,,,,1850.5,,,,,,,52.11,,,,,,,,,,,,,,293.0,,,,,,,,,,,,,,,,,,,91.85,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04649,,,,
2013-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4799,,,,,,,1866.4,,,,,,,51.14,,,,,,,,,,,,,,293.0,,,,,,,,,,,,,,,,,,,93.64,70.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0475,,,,
2013-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4934,,,,,,,1876.2,,,,,,,52.56,,,,,,,,,,,,,,293.0,,,,,,,,,,,,,,,,,,,95.74,71.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04817,,,,
2013-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5011,,,,,,,1890.0,,,,,,,52.79,,,,,,,,,,,,,,293.0,,,,,,,,,,,,,,,,,,,96.36,72.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04895,,,,
2013-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5011,,,,,,,1884.8,,,,,,,51.98,,,,,,,,,,,,,,293.0,,,,,,,,,,,,,,,,,,,94.63,71.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04869,,,,
2013-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5011,,,,,,,1864.7,,,,,,,51.31,,,,,,,,,,,,,,293.0,,,,,,,,,,,,,,,,,,,91.56,69.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04692,,,,
2013-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4889,,,,,,,1794.2,,,,,,,50.22,,,,,,,,,,,,,,293.0,,,,,,,,,,,,,,,,,,,91.24,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0478,,,,
2013-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4989,,,,,,,1790.4,,,,,,,50.71,,,,,,,,,,,,,,349.0,,,,,,,,,,,,,,,,,,,88.66,67.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04704,,,,
2013-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,1820.0,,,,,,,51.65,,,,,,,,,,,,,,323.02,,,,,,,,,,,,,,,,,,,89.74,68.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04803,,,,
2013-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,1865.0,,,,,,,52.17,,,,,,,,,,,,,,311.5,,,,,,,,,,,,,,,,,,,92.67,69.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04911,,,,
2013-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,1855.7,,,,,,,52.61,,,,,,,,,,,,,,311.5,,,,,,,,,,,,,,,,,,,93.2,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04752,,,,
2013-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,1892.6,,,,,,,52.98,,,,,,,,,,,,,,311.5,,,,,,,,,,,,,,,,,,,93.5,67.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04696,,,,
2013-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.505,,,,,,,1910.3,,,,,,,53.8,,,,,,,,,,,,,,311.5,,,,,,,,,,,,,,,,,,,95.4,71.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04725,,,,
2013-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.505,,,,,,,1913.8,,,,,,,53.82,,,,,,,,,,,,,,311.5,,,,,,,,,,,,,,,,,,,94.59,70.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0474,,,,
2013-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.517,,,,,,,1924.3,,,,,,,53.41,,,,,,,,,,,,,,311.5,,,,,,,,,,,,,,,,,,,93.18,69.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04695,,,,
2013-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.529,,,,,,,1925.5,,,,,,,53.58,,,,,,,,,,,,,,311.5,,,,,,,,,,,,,,,,,,,94.0,70.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04735,,,,
2013-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.529,,,,,,,1915.9,,,,,,,53.6,,,,,,,,,,,,,,311.5,,,,,,,,,,,,,,,,,,,93.3,70.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04761,,,,
2013-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.529,,,,,,,1920.0,,,,,,7040.0,53.77,,,,,,,,96.7,,265.13,,,,311.5,,,,,,,,,,,,,,,,,,,93.0,70.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04719,,,,
2013-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,,,,,,,1911.2,,,,,,7240.0,53.7,,,,,,,,96.7,,265.13,,,,311.5,,,,,,,,,,,,,,,,103.0,,,92.41,69.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04698,,,,
2013-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,,,,,,,1894.1,,,,,,7100.0,53.04,,,,,,,,96.7,,261.5,,,,311.5,,,,,,,,,,,,,,,,102.0,,,91.03,69.64,,,,,,,,,,,,,199.18,,,,,,,,,,,,,,,0.04565,,,,
2013-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.01292,,,,,,1957.3,,,,,,7175.8,53.9,,,,,,,,95.1,,261.5,,,,311.5,,,,,,,,,,,,,,,,103.17,,,95.55,72.9,,,,,,,,,,,,,199.17,,,,,,,,,,,,,,,0.04699,,,,
2013-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5492,0.01292,,,,,,1988.0,,,,,,7293.0,53.91,,,,,,,,95.1,,270.0,,,,311.5,,,,,,,,,,,,,,,,107.5,,,98.4,74.62,,,,,,,,,,,,,201.29,,,,,,,,,,,,,,,0.047,,,,
2013-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.552,0.01292,,,,,,1991.9,,579.6,,,,7293.0,53.98,,,,,,,,95.1,,271.0,,,,365.0,,,,,,,,,,,,,,,,109.8,,,99.87,76.8,,,,,,,,,,,,,201.29,,,,,,,,,,,,,,,0.04727,,,,
2013-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.01292,,,,,,1993.5,,592.7,,,,7293.0,53.98,,,,,,,,96.5,,271.0,,,,365.0,,,,,,,,,,,,,,,,112.98,,,99.35,76.36,,,,,,,,,,,,,201.29,,,,,,,,,,,,,,,0.0472,,,,
2013-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.585,0.010549,,,,,,1994.3,,824.4,,,,7350.0,53.94,,,,,,,,97.5,,273.6,,,,365.0,,,,,,,,,,,,,,,,115.05,,,101.11,77.5,,,,,,,,,,,,,210.0,,,,,,,,,,,,,,,0.04777,,,,
2013-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.564,0.013828,,,,,,1998.5,,824.4,,,,7350.0,53.9,,,,,,,,97.5,,273.6,,,,365.01,,,,,,,,,,,,,,,,115.6,,,98.47,75.41,,,,,,,,,,,,,209.99,,,,,,,,,,,,,,,0.04685,,,,
2013-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5781,0.013828,,,,,,2016.2,,609.1,,,,7650.1,53.78,,,,,,,,97.6,,270.03,,,,365.01,,,,,,,,,,,,,,,,115.6,,,99.9,76.1,,,,,,,,,,,,,211.0,98.95,,,,,,,,,,,,,,0.04691,,,,
2013-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5786,0.013828,,,,,,2008.8,,622.8,,,,7815.0,53.79,,,,,,,,97.6,,274.44,,,,355.69,,,,,,,,,,,,,,,,115.6,,,97.82,75.0,,,,,,,,,,,,,213.0,98.95,,,,,,,,,,,,,,0.04693,,,,
2013-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.591,0.013828,,,,,,2019.6,,622.8,,,,8100.0,54.19,,,,,,,,91.0,,274.44,,,,360.94,,,,,,,,,,,,,,,,115.6,,,96.97,74.4,,,,,,,,,,,,,210.0,98.95,,,,,,,,,,,,,,0.04673,,,,
2013-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.595,0.013828,,,,,,2004.9,,622.8,,,,7935.0,54.24,,,,,,,,91.0,,274.44,,,,360.94,,,,,,,,,,,,,,,,117.08,,,96.16,74.08,,,,,,,,,,,,,207.0,98.95,,,,,,,,,,,,,,0.04668,,,,
2013-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5775,0.013828,,,,,,1986.1,,622.8,,,,8020.0,54.25,,,,,,,,91.0,,283.0,,,,360.94,,,,,,,,,,,,,,,,116.07,,,95.78,73.45,,,,,,,,,,,,,206.0,98.95,,,,,,,,,,,,,,0.04656,,,,
2013-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5619,0.013828,,,,,,1991.4,,622.8,,,,8222.0,54.19,,,,,,,,91.0,,283.0,,,,360.94,,,,,,,,,,,,,,,,116.07,,,94.76,72.94,,,,,,,,,,,,,204.0,98.95,,,,,,,,,,,,,,0.04704,,,,
2013-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5692,0.012826,,,,,,1976.7,,622.8,,,,8000.0,55.06,,,,,,,,91.0,,277.01,,,,360.94,,,,,,,,,,,,,,,,116.07,,,94.17,73.09,,,,,,,,,,,,,204.0,98.95,,,,,,,,,,,,,,0.04704,,,,
2013-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.585,0.012826,,,,,,1969.6,,622.8,,,,8165.0,56.04,,,,,,,,91.0,,278.6,,,,360.94,,,,,,,,,,,,,,,,116.07,,,94.13,74.14,,,,,,,,,,,,,205.5,98.95,,,,,,,,,,,,,,0.0466,,,,
2013-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.584,0.01263,,,,,,1964.4,,622.8,,,,8050.0,56.23,,,,,,,,91.0,,275.0,,,,360.94,,,,,,,,,,,,,,,,112.01,,,95.3,74.76,,,,,,,,,,,,,205.5,98.95,,,,,,,,,,,,,,0.04658,,,,
2013-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.01263,,,,,,1960.7,,622.8,,,,8130.0,59.25,,,,,,1.001,,91.0,,282.0,,,,360.94,,,,,,,,,,,,,,,,113.17,77.5,,96.95,74.94,,,,,,,,,,,,,206.0,98.95,,,,,,,,,,,,,,0.04694,,,,
2013-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5755,0.01263,,,,,,1958.1,,622.8,,,,8000.0,59.09,,,,,,1.001,,91.0,,286.49,,,,361.0,,,,,,,,,,,,,,,,113.17,77.5,,96.98,75.45,,,,,,,,,,,,,206.0,98.95,,,,,,,,,,,,,,0.04686,,,,
2013-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.577,0.01263,,,,,,1961.0,,622.8,,,,8000.0,59.07,,,,,,1.001,,98.0,,286.49,,,,361.0,,,,,,,,,,,,,,,,113.17,77.5,,96.25,75.35,,,,,,,,,,,,,209.0,98.95,,,,,,,,,,,,,,0.04641,,,,
2013-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.01263,,,,,,1898.0,,622.8,,,,8040.0,55.99,,,,,,1.001,,98.0,,282.12,,,,361.0,,,,,,,,,,,,,,,,113.17,77.5,,94.72,73.48,,,,,,,,,,,,,201.13,98.95,,,,,,,,,,,,,,0.0462,,,,
