TRADEDATE,AFKS,AFLT,ALRS,APTK,AQUA,ASTR,BANE,BANEP,BELU,BSPB,CBOM,CHMF,CNRU,DATA,DIAS,ENPG,ETLN,EUTR,FEES,FESH,FIXR,FLOT,GAZP,GCHE,GEMC,GMKN,HEAD,HYDR,IRAO,IRKT,IVAT,KCHEP,KMAZ,LENT,LKOH,LSNGP,LSRG,MAGN,MBNK,MDMG,MGNT,MOEX,MRKC,MRKP,MRKU,MRKV,MRKZ,MSNG,MSRS,MTLR,MTLRP,MTSS,MVID,NLMK,NMTP,NVTK,OGKB,OZON,OZPH,PHOR,PIKK,PLZL,POSI,PRMD,RAGR,RASP,RENI,RNFT,ROLO,ROSN,RTGZ,RTKM,RTKMP,RUAL,SBER,SBERP,SELG,SFIN,SGZH,SIBN,SMLT,SNGS,SNGSP,SOFL,SPBE,SVAV,SVCB,T,TATN,TATNP,TGKN,TORSP,TRMK,TRNFP,UGLD,UNAC,UPRO,UWGN,VGSB,VGSBP,VKCO,VSEH,VSMO,VTBR,WUSH,X5,YDEX,YKENP
2026-04-01,12.246,48.47,34.42,7.574,427.1,251.3,1539.5,971.0,400.4,335.71,5.514,852.6,625.0,104.14,1560.0,451.0,36.48,115.2,0.07196,65.73,0.6006,84.82,134.95,4074.0,880.4,140.02,2977.0,0.4399,3.1945,24.0,149.5,0.685,78.9,2185.0,5494.0,328.4,678.8,26.545,1350.0,1397.7,3022.0,169.34,0.8682,0.6238,0.5862,0.19925,0.1132,2.066,1.8375,66.35,63.55,226.25,64.4,98.1,8.51,1263.5,0.315,4454.0,49.53,7295.0,492.1,2167.8,1121.8,405.95,113.1,155.9,90.18,124.6,0.5034,467.4,43000.0,58.32,59.65,40.435,316.71,316.82,52.08,822.4,1.1865,523.55,665.4,21.3,42.735,73.08,240.5,501.0,12.84,3249.8,651.3,587.7,0.00625,0.513,93.0,1358.8,0.6775,0.411,1.4575,26.74,15.4,12.65,279.5,74.68,28980.0,88.135,92.0,2440.0,4275.5,0.329
2026-04-02,12.376,47.59,33.72,7.544,419.7,255.75,1490.0,987.0,400.6,337.78,5.474,841.4,638.0,102.32,1570.5,452.2,35.9,113.25,0.07,66.37,0.597,83.64,133.99,4069.0,880.6,137.02,2966.0,0.4376,3.182,23.92,149.95,0.69,78.5,2147.0,5538.5,328.4,672.4,26.275,1346.0,1391.0,2982.5,168.19,0.8804,0.6183,0.5972,0.20125,0.11315,2.044,1.837,67.32,63.9,224.8,64.25,97.78,8.71,1248.4,0.3169,4396.0,50.13,7187.0,496.2,2150.0,1108.0,403.1,114.0,154.6,89.42,124.2,0.4998,470.8,41600.0,57.73,59.45,41.93,316.27,316.04,51.24,828.2,1.2195,532.0,661.6,21.32,41.785,73.0,237.5,498.0,12.775,3241.0,654.5,591.7,0.00624,0.508,90.24,1374.2,0.6628,0.413,1.441,27.06,15.1,12.85,274.15,74.26,28660.0,89.91,90.57,2434.5,4223.0,0.328
2026-04-03,12.339,47.59,33.14,7.506,415.8,258.7,1492.0,1002.5,403.6,336.5,5.416,823.8,629.4,103.2,1568.0,445.4,35.52,114.75,0.07022,66.43,0.6286,85.96,133.02,4071.0,872.7,133.9,2960.0,0.4409,3.1845,23.84,145.45,0.69,77.8,2135.0,5502.0,328.75,678.0,26.195,1330.0,1387.0,2946.0,167.74,0.9366,0.6284,0.6184,0.2006,0.11705,2.043,1.883,65.35,63.05,224.25,64.4,96.04,8.61,1267.7,0.3184,4339.5,50.1,7180.0,524.6,2138.6,1094.8,404.1,116.02,150.5,89.04,126.35,0.4958,472.85,42400.0,57.28,59.05,42.4,314.65,314.63,49.04,823.6,1.192,532.55,662.8,21.12,41.155,73.0,235.8,488.0,12.75,3211.6,649.0,588.5,0.00619,0.503,90.44,1368.4,0.6452,0.41,1.418,26.84,15.25,13.1,270.4,74.4,28100.0,91.66,88.11,2433.0,4142.0,0.328
2026-04-06,12.489,48.08,34.0,7.572,414.3,263.4,1511.5,1028.5,396.6,336.51,5.441,838.8,630.8,101.72,1558.5,445.2,35.84,113.5,0.07052,67.24,0.685,85.06,133.32,4092.0,879.9,137.3,2955.0,0.437,3.2,24.44,145.5,0.705,78.1,2136.0,5576.5,333.85,679.0,27.56,1331.0,1385.9,2917.5,170.67,0.9338,0.6204,0.6122,0.19685,0.1172,2.0355,1.903,65.53,64.85,223.55,65.7,97.82,8.475,1285.8,0.3246,4379.0,49.9,7185.0,523.6,2171.2,1099.0,413.6,116.76,155.1,90.42,126.2,0.4974,473.1,42000.0,57.91,59.65,42.4,318.98,318.89,48.53,824.2,1.1935,534.65,646.8,21.315,42.09,74.46,233.0,490.0,12.7,3217.2,649.6,588.0,0.00619,0.51,91.42,1371.6,0.6638,0.422,1.4345,28.72,15.4,12.7,267.15,75.89,27720.0,90.81,90.29,2435.5,4182.0,0.334
2026-04-07,12.255,48.34,33.44,7.666,417.1,264.25,1565.5,1037.5,399.6,336.4,5.315,829.8,629.6,100.82,1534.5,443.9,36.34,106.1,0.0701,73.8,0.6741,86.16,133.3,3743.0,880.7,135.0,2951.0,0.4293,3.1995,24.04,144.75,0.705,78.3,2142.0,5591.5,340.0,674.4,27.43,1327.0,1374.9,2928.0,170.7,0.9172,0.6139,0.608,0.1989,0.1172,2.0045,1.894,65.27,64.2,223.6,64.95,96.12,8.585,1292.3,0.3182,4341.0,49.57,7272.0,526.4,2259.0,1082.2,410.0,115.08,153.6,90.18,127.5,0.495,477.7,43000.0,57.84,59.55,41.95,317.87,317.77,48.63,844.0,1.187,539.35,621.2,21.215,42.32,73.0,228.3,487.5,12.48,3186.8,658.0,590.2,0.00608,0.513,91.06,1372.4,0.6732,0.4125,1.4265,28.16,15.2,12.35,265.3,75.89,27740.0,91.15,88.91,2430.5,4210.0,0.331
2026-04-08,12.489,49.96,33.26,7.674,411.6,262.7,1524.0,1022.5,398.6,336.9,5.369,837.8,621.6,99.9,1524.0,439.1,37.14,107.65,0.07084,71.54,0.6736,85.37,131.08,3616.0,882.2,136.54,2963.0,0.4326,3.199,23.8,145.15,0.72,77.8,2158.0,5448.5,344.0,675.6,27.5,1339.0,1354.6,2939.0,170.86,0.9386,0.6156,0.6066,0.197,0.1187,2.011,1.9285,66.64,63.7,223.6,65.0,96.5,8.515,1264.8,0.3169,4399.0,50.05,7062.0,528.4,2260.2,1092.0,409.05,114.56,155.0,89.94,123.75,0.4966,459.0,42000.0,57.61,59.65,41.28,319.4,319.1,48.8,874.8,1.193,533.0,604.4,20.87,42.505,72.88,231.4,486.5,12.535,3197.6,632.8,574.9,0.0062,0.519,91.8,1385.8,0.6747,0.4115,1.4515,28.22,14.95,12.45,271.1,76.49,27820.0,90.93,89.27,2450.0,4238.0,0.328
2026-04-09,12.2,49.42,33.63,7.756,404.4,265.5,1556.0,1006.0,391.2,335.9,5.29,826.0,614.8,98.28,1510.0,431.6,36.18,105.7,0.06938,76.55,0.6688,84.1,128.74,3611.0,876.9,135.48,2940.0,0.4296,3.193,23.8,144.9,0.705,77.4,2147.0,5442.0,340.95,669.0,27.205,1322.0,1339.0,2887.0,169.63,0.9422,0.6224,0.6104,0.19435,0.11915,1.984,1.9185,65.47,63.05,221.65,64.05,96.06,8.52,1250.0,0.3115,4332.5,49.66,6952.0,528.0,2224.2,1085.6,414.4,114.9,151.95,89.32,120.95,0.4888,453.8,41600.0,56.98,58.65,41.38,317.51,317.71,47.66,866.0,1.17,530.35,581.0,20.635,41.805,73.0,232.2,476.0,12.315,3185.0,624.4,570.0,0.00607,0.504,90.76,1384.8,0.6608,0.403,1.46,27.8,14.85,12.15,267.3,76.82,27820.0,90.145,87.53,2445.0,4162.0,0.33
2026-04-10,12.3,48.99,33.25,7.712,400.5,264.75,1544.0,992.0,386.2,336.3,5.129,813.0,606.0,96.78,1506.0,422.8,36.14,101.7,0.06924,75.2,0.6557,82.81,127.84,3628.0,866.6,134.24,2930.0,0.4247,3.1825,23.4,142.2,0.695,76.7,2135.0,5392.0,342.95,666.0,26.88,1325.5,1339.1,2878.0,168.22,0.9242,0.6087,0.595,0.1878,0.119,1.9405,1.9065,65.79,62.7,220.65,64.0,95.18,8.485,1233.3,0.3068,4317.0,49.56,6815.0,527.6,2163.4,1061.6,411.0,114.24,148.5,88.9,115.7,0.477,446.25,41800.0,56.28,58.3,41.415,317.29,317.23,46.56,982.0,1.1675,524.75,566.6,20.395,41.18,72.94,229.5,475.0,12.2,3196.0,611.1,560.2,0.00587,0.495,90.0,1380.8,0.6599,0.3985,1.4485,27.12,14.85,12.15,269.15,77.17,27780.0,90.4,85.85,2445.0,4150.5,0.328
2026-04-13,12.05,48.05,31.99,7.764,393.4,256.75,1555.5,1000.0,384.0,337.33,7.895,806.4,597.4,96.06,1485.0,437.9,36.94,86.1,0.06792,74.95,0.655,83.72,128.05,3638.0,863.5,131.36,2912.0,0.421,3.1815,22.8,142.35,0.695,75.7,2139.0,5440.5,340.6,660.0,26.37,1303.5,1340.0,2839.0,168.3,0.9188,0.6085,0.5984,0.18655,0.1262,1.93,1.893,63.92,62.8,219.45,64.85,93.82,8.43,1207.5,0.3038,4222.5,49.16,6919.0,528.5,2131.0,1050.8,413.55,113.4,147.95,88.0,117.35,0.4524,456.1,41200.0,55.84,58.0,43.11,316.8,316.45,46.18,970.0,1.1485,526.0,603.0,20.35,41.44,71.88,218.4,457.5,12.235,3196.0,612.7,562.0,0.00559,0.486,89.86,1372.2,0.6497,0.395,1.425,27.48,14.45,12.15,261.75,75.55,26400.0,91.955,81.61,2405.0,4076.5,0.325
2026-04-14,11.999,48.09,31.85,7.656,392.8,257.7,1537.5,1001.0,387.8,334.55,7.527,807.6,605.2,95.22,1493.0,438.35,35.98,87.4,0.06782,75.55,0.6552,82.2,127.9,3568.0,857.7,132.02,2894.0,0.4195,3.1835,22.96,142.3,0.72,75.6,2153.5,5414.0,336.55,656.0,26.43,1284.5,1340.5,2820.0,169.74,0.8956,0.604,0.5874,0.18305,0.12545,1.921,1.8735,63.72,61.95,218.2,67.15,93.54,8.52,1187.8,0.3002,4179.0,49.18,6873.0,531.7,2207.4,1051.0,417.3,113.06,147.15,87.44,116.9,0.4602,450.25,42000.0,55.94,57.85,41.81,317.11,316.92,47.64,973.0,1.151,522.1,612.0,20.365,41.53,71.64,220.2,442.0,12.165,3196.0,603.9,551.8,0.0061,0.487,89.62,1375.8,0.6643,0.401,1.416,27.4,14.5,12.2,261.7,75.77,26640.0,91.93,81.0,2408.0,4169.0,0.324
2026-04-15,12.346,49.46,32.7,7.754,395.0,258.65,1522.0,1006.0,388.2,336.86,7.29,831.4,611.6,97.58,1499.0,448.9,36.64,86.75,0.06922,74.78,0.6729,82.19,128.5,3614.0,874.9,134.2,2911.0,0.4226,3.267,23.24,143.7,0.71,76.6,2188.0,5410.5,344.9,670.0,26.96,1315.5,1375.9,2859.0,171.34,0.9118,0.6144,0.608,0.19145,0.1326,1.9285,1.908,65.24,62.75,223.3,66.85,95.1,8.585,1191.9,0.3046,4309.0,49.74,6916.0,532.4,2238.2,1065.4,416.8,114.02,150.45,88.94,118.0,0.4592,449.45,41600.0,57.25,59.0,42.225,320.91,320.81,47.45,986.0,1.1755,525.9,628.4,20.515,42.06,71.82,225.3,449.0,12.6,3196.0,599.0,552.7,0.00608,0.495,93.28,1393.2,0.6713,0.4055,1.4375,27.3,14.7,12.1,268.0,76.71,27000.0,93.75,82.56,2441.0,4331.0,0.322
2026-04-16,12.528,48.79,32.35,7.716,392.9,261.5,1519.0,1015.0,387.8,337.98,7.472,823.8,605.4,97.48,1516.0,447.5,36.12,84.4,0.06944,73.86,0.6672,83.34,127.56,3596.0,873.6,136.16,2913.0,0.423,3.285,23.04,143.7,0.7,76.6,2168.0,5368.5,343.95,665.8,26.74,1306.5,1354.9,2832.5,172.09,0.905,0.6202,0.6024,0.1966,0.134,1.912,1.9045,64.98,62.8,223.35,66.25,94.26,8.555,1185.1,0.3035,4360.5,49.84,6973.0,532.1,2230.0,1064.8,424.05,113.74,149.2,87.92,117.3,0.4574,446.9,42200.0,57.02,59.15,42.74,322.16,321.81,47.52,984.8,1.1385,522.9,642.2,20.35,42.995,72.46,223.0,455.5,12.47,3196.0,590.0,549.6,0.00605,0.5,92.32,1387.0,0.721,0.4025,1.4305,27.34,14.7,12.05,272.7,76.45,26980.0,95.135,84.2,2422.0,4278.0,0.322
2026-04-17,12.242,49.9,31.68,7.794,390.5,262.0,1499.0,1001.0,385.0,339.2,7.83,817.8,625.4,98.38,1512.5,443.65,35.82,83.5,0.0687,74.25,0.6708,82.9,124.68,3583.0,865.7,137.68,2926.0,0.422,3.257,23.0,142.0,0.69,74.1,2152.0,5308.0,342.25,662.6,26.85,1313.0,1352.3,2825.0,171.86,0.904,0.6198,0.61,0.19985,0.134,1.9065,1.9,64.65,62.1,223.05,65.35,93.74,8.545,1165.4,0.301,4364.5,49.49,6881.0,532.4,2263.2,1061.2,426.65,112.24,147.6,87.84,110.65,0.4556,427.95,43800.0,56.74,58.45,41.86,323.87,323.51,48.32,983.6,1.052,511.35,635.8,20.205,42.68,71.92,222.3,460.0,12.58,326.26,567.5,535.2,0.0059,0.509,91.08,1383.4,0.7385,0.4015,1.4175,27.12,14.45,12.2,268.25,77.06,26720.0,95.405,83.27,2411.0,4288.0,0.319
2026-04-20,12.138,50.29,31.24,7.902,390.8,260.5,1519.0,1019.0,385.2,338.62,6.911,811.6,619.2,99.7,1496.5,443.45,34.14,68.1,0.06926,77.8,0.6766,83.09,125.83,3611.0,853.3,139.22,2960.0,0.4209,3.2685,22.98,142.2,0.685,72.6,2165.0,5392.5,346.15,657.0,26.87,1314.5,1372.3,2814.5,171.19,0.904,0.6193,0.6086,0.197,0.1329,1.907,1.8915,66.04,62.5,223.05,65.4,92.64,8.58,1203.0,0.303,4427.0,49.46,7054.0,533.5,2280.2,1064.4,417.85,112.76,147.8,87.16,113.35,0.4454,435.35,42800.0,56.85,58.7,41.435,325.3,325.0,47.97,981.6,0.9905,516.0,620.4,20.51,42.755,71.24,218.8,463.5,12.8,325.7,582.7,546.3,0.00601,0.502,93.0,1382.0,0.7818,0.3965,1.424,27.24,14.75,12.1,270.35,76.63,26540.0,98.1,81.41,2416.5,4315.5,0.312
2026-04-21,11.946,49.84,30.8,7.906,389.5,258.0,1517.0,1023.0,383.4,340.1,6.474,812.0,620.2,101.62,1474.0,443.45,32.74,73.7,0.06924,79.52,0.6729,83.36,125.35,3587.0,839.0,141.22,2938.0,0.4196,3.235,22.86,138.4,0.705,71.6,2179.0,5479.5,351.1,651.6,26.985,1315.0,1385.4,2817.0,175.05,0.901,0.6222,0.6014,0.19545,0.1308,1.9015,1.891,65.21,62.2,222.4,65.15,92.62,8.48,1216.5,0.3029,4413.0,49.18,7148.0,534.1,2296.6,1061.4,416.05,110.3,146.15,87.54,114.6,0.4338,438.3,42000.0,57.05,59.15,40.94,323.47,323.3,47.12,970.0,0.985,524.2,613.0,20.67,42.89,71.02,221.5,465.5,12.65,323.3,592.5,553.7,0.00606,0.507,93.36,1375.6,0.785,0.3965,1.427,26.78,16.1,12.55,270.55,76.7,26440.0,95.81,84.06,2416.0,4317.0,0.313
2026-04-22,12.41,50.16,31.31,7.866,390.4,259.95,1513.5,1020.5,387.4,340.6,6.653,836.0,629.2,102.38,1479.5,451.55,34.22,88.5,0.0707,79.35,0.6847,83.09,125.15,3580.0,848.6,140.82,2968.0,0.4212,3.2595,23.04,136.0,0.69,74.2,2172.5,5465.5,352.45,665.6,27.705,1319.5,1380.7,2838.5,174.14,0.9018,0.6273,0.6014,0.1939,0.12745,1.924,2.026,66.37,63.0,226.9,65.1,94.58,8.525,1203.0,0.3086,4489.5,49.26,7120.0,534.3,2303.4,1090.6,417.2,110.84,147.2,88.58,114.0,0.4382,436.1,41800.0,57.9,59.75,41.585,326.5,326.69,47.55,985.4,1.0345,523.85,668.0,20.63,43.64,72.02,222.1,468.5,12.825,327.02,598.1,560.4,0.00608,0.511,94.78,1381.6,0.7861,0.401,1.439,27.18,16.8,13.1,273.0,76.02,26180.0,95.37,84.44,2424.5,4350.5,0.316
2026-04-23,12.35,49.35,31.16,7.802,392.3,260.8,1514.5,1040.0,396.0,340.39,6.694,822.6,625.8,101.3,1467.0,454.25,33.24,83.5,0.07126,79.12,0.6859,83.42,125.17,3563.0,838.4,139.6,2976.0,0.4215,3.2525,23.1,139.2,0.71,76.1,2176.0,5490.0,357.95,665.2,27.04,1354.0,1362.1,2820.0,176.47,0.9388,0.6426,0.612,0.1957,0.1344,1.999,2.0525,66.17,63.3,225.85,65.45,93.0,8.505,1210.5,0.3111,4456.5,49.24,7045.0,536.5,2288.0,1083.6,418.4,111.42,147.15,88.38,115.2,0.441,441.9,41600.0,57.39,59.05,41.725,327.39,327.23,50.05,1015.8,1.0225,527.7,657.6,20.625,44.125,71.46,221.0,477.0,12.735,327.3,601.5,563.3,0.00611,0.516,94.78,1389.2,0.7683,0.4025,1.42,26.94,16.05,13.05,270.85,76.07,26100.0,94.02,83.3,2412.5,4343.0,0.322
2026-04-24,11.941,48.99,29.96,7.628,388.3,267.5,1514.5,1031.0,389.8,338.3,6.489,800.2,626.0,100.14,1437.5,446.05,32.5,87.6,0.07012,78.82,0.6781,82.41,123.25,3552.0,822.7,137.76,2972.0,0.4183,3.2405,22.92,136.15,0.715,73.1,2158.0,5476.5,357.9,657.8,26.17,1325.5,1361.4,2768.5,173.39,0.9338,0.6497,0.6014,0.19545,0.132,1.965,2.115,63.26,60.55,223.2,63.95,90.92,8.4,1184.0,0.3065,4348.0,48.76,7019.0,534.5,2289.8,1075.2,421.45,109.18,146.5,87.6,114.1,0.4318,437.45,40600.0,56.04,58.2,41.25,325.19,325.1,49.42,1015.0,0.9715,522.8,635.8,20.325,43.42,70.9,218.4,477.0,12.405,320.16,594.9,557.7,0.00584,0.515,92.74,1384.8,0.7675,0.396,1.406,26.5,15.85,12.6,262.1,75.74,25960.0,94.24,81.66,2400.0,4284.5,0.32
2026-04-27,11.901,48.48,29.25,7.496,384.5,279.3,1515.0,1042.5,376.8,337.65,6.444,794.0,620.6,101.34,1420.0,431.35,32.02,85.7,0.07018,73.33,0.6759,81.52,123.29,3400.0,807.6,137.1,2971.0,0.4113,3.222,22.62,135.75,0.715,73.1,2142.0,5553.0,356.4,652.8,25.85,1311.5,1345.2,2704.0,172.02,0.9166,0.6387,0.598,0.1915,0.13305,1.957,2.042,61.72,59.6,222.75,67.1,89.78,8.38,1178.5,0.3041,4334.0,48.33,6868.0,534.9,2251.0,1031.0,413.85,108.04,143.8,87.52,112.35,0.424,439.95,41600.0,55.71,57.8,40.77,321.99,322.11,49.34,1012.6,0.9365,522.1,604.4,20.28,42.72,70.02,208.5,471.0,12.285,317.64,604.0,569.8,0.00568,0.51,91.2,1382.2,0.7552,0.393,1.39,26.06,15.3,12.4,257.8,72.9,25740.0,93.31,81.4,2388.0,4151.0,0.31
2026-04-28,11.58,47.91,28.55,7.322,375.0,284.2,1487.0,1008.0,367.0,336.08,6.41,775.0,612.8,100.0,1400.5,411.6,30.64,81.85,0.06758,69.5,0.6662,79.45,120.51,3394.0,796.9,135.22,2927.0,0.4055,3.171,21.84,130.85,0.72,71.6,2105.5,5540.0,356.15,642.8,25.32,1298.5,1344.7,2565.5,170.0,0.8844,0.6162,0.5896,0.19005,0.12805,1.901,1.938,59.15,56.1,220.9,64.25,88.6,8.29,1172.5,0.3007,4182.5,47.75,6820.0,535.5,2162.4,1013.4,404.6,103.58,136.5,87.0,110.2,0.4108,434.4,41200.0,54.15,56.6,40.145,319.82,320.23,47.47,997.6,0.8955,513.7,574.4,20.1,42.865,67.32,196.3,457.5,12.145,310.72,596.9,565.2,0.00543,0.501,87.88,1369.2,0.7466,0.388,1.377,24.82,14.8,12.15,250.9,71.49,25280.0,92.64,79.47,2365.0,4056.5,0.309
2026-04-29,11.573,47.51,27.75,7.184,371.4,280.9,1445.5,992.0,359.0,336.32,6.46,759.6,606.0,98.54,1411.5,409.6,30.04,82.9,0.067,71.77,0.6711,79.75,119.04,3360.0,806.3,128.62,2925.0,0.3912,3.14,21.26,127.5,0.695,71.8,2080.0,5478.0,354.9,623.8,25.22,1293.5,1321.5,2533.0,169.11,0.8958,0.637,0.6038,0.1915,0.12985,1.945,1.995,57.94,54.2,220.3,61.3,86.96,8.325,1135.5,0.3081,4170.0,47.11,6733.0,535.0,2069.2,1011.4,405.65,100.06,135.6,85.96,111.4,0.4006,430.7,40800.0,54.12,56.75,39.215,320.09,320.0,45.74,997.6,0.8795,509.7,591.2,19.705,41.63,67.3,202.9,455.0,11.99,306.5,583.5,547.6,0.00529,0.504,84.66,1361.0,0.742,0.3945,1.388,24.12,14.85,12.45,246.5,71.15,24640.0,92.86,78.31,2354.0,4013.5,0.307
2026-04-30,11.426,47.34,28.19,7.084,372.9,285.1,1455.0,998.0,365.0,338.9,6.411,760.4,601.4,97.34,1400.0,411.0,29.06,83.3,0.0664,72.7,0.6576,80.0,121.13,3397.0,800.0,129.54,2928.0,0.3937,3.1315,21.68,122.4,0.7,72.3,1989.0,5518.0,354.9,624.2,25.09,1288.0,1328.1,2515.5,167.54,0.865,0.6258,0.6224,0.18885,0.11215,1.9355,1.9585,58.18,55.2,219.75,61.75,87.2,8.375,1136.2,0.3033,4150.0,47.68,6730.0,535.6,2099.0,998.2,396.95,100.88,136.25,86.12,110.6,0.3988,428.25,40600.0,53.87,56.5,39.025,319.81,319.89,46.21,990.8,0.89,512.25,575.4,19.775,41.79,67.02,198.8,453.0,11.93,305.36,581.6,549.5,0.00522,0.503,84.58,1374.4,0.74,0.3945,1.3755,24.4,15.0,12.6,241.05,72.56,24900.0,91.3,77.31,2329.0,4060.0,0.307
2026-05-04,11.051,46.34,27.76,7.068,391.7,278.95,1423.5,1001.5,357.2,339.62,6.245,742.6,615.6,97.02,1394.0,404.1,28.94,81.75,0.0654,69.25,0.6682,81.42,118.97,3432.0,794.1,124.7,2918.0,0.3879,3.151,22.3,122.85,0.69,71.6,1875.5,5217.0,357.4,626.0,24.48,1282.0,1305.7,2517.5,167.17,0.8492,0.6219,0.634,0.1894,0.10595,1.9495,1.9215,56.65,52.8,219.35,60.5,85.36,8.44,1125.7,0.2999,4090.5,46.98,6665.0,536.0,2057.0,979.4,399.95,105.6,131.9,85.36,111.9,0.398,421.4,40200.0,53.05,55.85,38.38,321.79,321.53,46.02,1020.0,0.865,509.1,566.6,19.58,41.9,66.24,194.0,455.0,11.94,304.6,578.8,545.9,0.00523,0.5,85.76,1382.0,0.741,0.401,1.388,23.64,16.5,13.05,233.35,72.29,24500.0,89.91,81.08,2316.0,4035.0,0.308
2026-05-05,11.069,47.16,28.18,7.048,403.9,279.25,1429.0,997.0,362.8,340.36,6.253,749.2,617.0,95.66,1390.0,410.35,28.3,81.15,0.0674,69.39,0.6721,81.22,119.54,3432.0,800.1,126.86,2922.0,0.3894,3.158,22.02,127.7,0.68,70.7,1905.0,5209.0,358.75,625.8,24.78,1296.5,1312.0,2579.0,169.01,0.8518,0.6171,0.6346,0.18815,0.1108,1.9385,2.01,57.51,52.85,218.8,60.85,85.96,8.44,1161.8,0.2967,4145.5,47.92,6763.0,536.7,2067.0,990.0,401.8,108.42,131.85,85.3,110.95,0.393,421.75,40800.0,53.35,56.0,39.71,321.2,321.28,46.05,1020.2,0.8755,510.35,585.0,19.7,42.99,66.18,198.1,457.5,12.14,309.8,581.4,549.0,0.00534,0.501,87.8,1387.6,0.7425,0.3975,1.385,23.96,16.95,13.1,239.15,72.34,24400.0,92.1,80.99,2322.5,4067.0,0.301
2026-05-06,10.925,47.69,28.36,7.056,404.7,279.9,1409.0,969.5,354.0,339.02,6.18,734.6,614.4,96.5,1385.0,399.95,28.06,79.15,0.0665,68.35,0.6698,78.5,118.24,3422.0,801.0,128.06,2913.0,0.3869,3.125,21.94,124.4,0.675,70.2,1810.5,5124.0,355.6,623.4,24.57,1292.0,1292.8,2534.0,167.11,0.8396,0.6137,0.6128,0.18985,0.12505,1.9255,1.983,57.0,52.3,217.9,60.55,84.7,8.39,1142.4,0.2959,4189.5,47.61,6749.0,536.6,2195.0,984.6,398.0,106.38,132.75,84.9,107.0,0.3964,409.95,40400.0,52.81,55.65,38.88,319.9,320.17,46.99,1017.4,0.87,504.7,580.4,19.41,41.9,65.86,194.0,455.0,12.01,309.22,565.0,536.8,0.00527,0.506,87.3,1387.0,0.7489,0.3965,1.367,24.48,16.1,12.75,241.45,72.56,24260.0,91.92,79.49,2332.5,4021.5,0.297
2026-05-07,10.802,47.73,28.2,7.026,407.6,276.25,1413.5,979.5,354.2,338.07,6.171,734.8,615.6,95.18,1378.0,393.0,28.02,78.0,0.06798,67.89,0.6689,78.0,117.29,3423.0,799.1,128.98,2905.0,0.3855,3.1365,21.92,123.45,0.66,68.5,1757.5,5072.0,351.3,617.4,24.94,1290.0,1292.8,2501.5,167.87,0.898,0.6298,0.617,0.1912,0.16565,1.911,2.0325,56.44,52.1,217.4,60.0,84.6,8.315,1125.3,0.2925,4164.5,47.48,6724.0,537.3,2139.0,992.4,395.2,105.8,129.9,84.7,104.45,0.3962,403.85,40000.0,52.51,55.6,37.475,318.77,319.16,46.3,1016.6,0.868,505.55,572.0,19.325,41.865,65.36,189.9,452.5,11.995,308.22,565.3,534.9,0.00569,0.519,87.28,1377.4,0.744,0.394,1.371,24.28,16.0,12.9,236.15,72.01,24180.0,92.495,78.67,2343.0,4033.5,0.296
2026-05-08,10.74,48.0,28.24,6.98,406.9,274.75,1417.5,1001.5,348.8,339.39,6.1,730.0,619.6,94.9,1393.0,394.75,28.42,83.85,0.06964,65.03,0.6686,78.05,118.42,3439.0,800.2,130.28,2888.0,0.3888,3.145,21.82,124.1,0.67,67.5,1785.0,5156.0,354.4,619.4,25.03,1293.5,1290.0,2512.0,168.62,0.8802,0.6275,0.6132,0.1897,0.1655,1.924,2.022,55.73,51.8,218.25,60.45,83.62,8.34,1144.9,0.289,4187.5,48.28,6669.0,538.0,2159.0,1004.6,395.7,105.72,129.2,85.12,102.9,0.3874,407.0,41200.0,53.22,56.2,37.77,320.39,320.38,45.54,1018.6,0.8635,505.5,571.4,19.625,41.55,65.02,188.0,455.0,12.035,308.5,573.2,544.0,0.00539,0.633,87.16,1376.2,0.7277,0.39,1.386,24.12,16.5,13.0,235.45,72.33,24360.0,92.35,78.8,2362.0,4042.5,0.299
2026-05-11,10.89,48.72,28.63,7.086,403.4,279.4,1450.0,1021.5,349.6,343.78,6.141,755.4,622.6,96.42,1417.0,400.65,28.48,84.9,0.06938,64.68,0.6722,78.5,120.68,3478.0,802.3,133.36,2905.0,0.3983,3.1835,22.36,125.0,0.665,68.1,1797.5,5200.0,355.2,621.8,25.7,1298.5,1313.9,2572.5,170.74,0.9186,0.6421,0.6142,0.1933,0.1635,1.938,2.0375,56.9,53.25,219.65,61.1,86.06,8.395,1165.1,0.2944,4290.0,48.59,6753.0,538.5,2181.6,1047.4,404.4,107.3,132.65,85.74,106.6,0.411,411.85,41200.0,53.45,56.9,38.095,323.75,323.74,45.93,1027.0,0.8895,518.5,583.6,19.855,41.705,65.8,197.6,463.0,12.19,311.14,581.5,549.3,0.00548,0.696,90.98,1383.4,0.7304,0.3945,1.405,24.64,17.05,13.3,238.45,72.66,24820.0,92.795,80.03,2388.0,4112.5,0.302
